dataset	algorithm	parameters	seed	accuracy	f1_macro	bal_accuracy	roc_auc	time
geis_327.23_cutoff182	ScaleLR	memory=None,steps=[('scale', StandardScaler(copy=True, with_mean=True, with_std=True)), ('lr', LogisticRegression(C=0.18329807108324356, class_weight=None, dual=False          fit_intercept=True, intercept_scaling=1, max_iter=1000          multi_class='ovr', n_jobs=1, penalty='l1', random_state=7016          solver='saga', tol=0.0001, verbose=0, warm_start=False))],scale=StandardScaler(copy=True, with_mean=True, with_std=True),lr=LogisticRegression(C=0.18329807108324356, class_weight=None, dual=False          fit_intercept=True, intercept_scaling=1, max_iter=1000          multi_class='ovr', n_jobs=1, penalty='l1', random_state=7016          solver='saga', tol=0.0001, verbose=0, warm_start=False),scale__copy=True,scale__with_mean=True,scale__with_std=True,lr__C=0.18329807108324356,lr__class_weight=None,lr__dual=False,lr__fit_intercept=True,lr__intercept_scaling=1,lr__max_iter=1000,lr__multi_class=ovr,lr__n_jobs=1,lr__penalty=l1,lr__random_state=7016,lr__solver=saga,lr__tol=0.0001,lr__verbose=0,lr__warm_start=False	7016	0.7667001003009027	0.7666872470909727	0.7667269925520006	0.8512171957626287	4255.595896411
geis_327.23_cutoff182	ScaleLR	memory=None,steps=[('scale', StandardScaler(copy=True, with_mean=True, with_std=True)), ('lr', LogisticRegression(C=0.06158482110660264, class_weight=None, dual=False          fit_intercept=True, intercept_scaling=1, max_iter=1000          multi_class='ovr', n_jobs=1, penalty='l1', random_state=11085          solver='saga', tol=0.0001, verbose=0, warm_start=False))],scale=StandardScaler(copy=True, with_mean=True, with_std=True),lr=LogisticRegression(C=0.06158482110660264, class_weight=None, dual=False          fit_intercept=True, intercept_scaling=1, max_iter=1000          multi_class='ovr', n_jobs=1, penalty='l1', random_state=11085          solver='saga', tol=0.0001, verbose=0, warm_start=False),scale__copy=True,scale__with_mean=True,scale__with_std=True,lr__C=0.06158482110660264,lr__class_weight=None,lr__dual=False,lr__fit_intercept=True,lr__intercept_scaling=1,lr__max_iter=1000,lr__multi_class=ovr,lr__n_jobs=1,lr__penalty=l1,lr__random_state=11085,lr__solver=saga,lr__tol=0.0001,lr__verbose=0,lr__warm_start=False	11085	0.7712136409227683	0.7712131230497178	0.771235763274642	0.8498138833518228	5094.613067746
geis_327.23_cutoff182	ScaleLR	memory=None,steps=[('scale', StandardScaler(copy=True, with_mean=True, with_std=True)), ('lr', LogisticRegression(C=0.12742749857031335, class_weight=None, dual=False          fit_intercept=True, intercept_scaling=1, max_iter=1000          multi_class='ovr', n_jobs=1, penalty='l1', random_state=4180          solver='saga', tol=0.0001, verbose=0, warm_start=False))],scale=StandardScaler(copy=True, with_mean=True, with_std=True),lr=LogisticRegression(C=0.12742749857031335, class_weight=None, dual=False          fit_intercept=True, intercept_scaling=1, max_iter=1000          multi_class='ovr', n_jobs=1, penalty='l1', random_state=4180          solver='saga', tol=0.0001, verbose=0, warm_start=False),scale__copy=True,scale__with_mean=True,scale__with_std=True,lr__C=0.12742749857031335,lr__class_weight=None,lr__dual=False,lr__fit_intercept=True,lr__intercept_scaling=1,lr__max_iter=1000,lr__multi_class=ovr,lr__n_jobs=1,lr__penalty=l1,lr__random_state=4180,lr__solver=saga,lr__tol=0.0001,lr__verbose=0,lr__warm_start=False	4180	0.7685055165496489	0.7684976818741263	0.7684947615025193	0.8458773932474524	4682.273894956
geis_327.23_cutoff182	ScaleLR	memory=None,steps=[('scale', StandardScaler(copy=True, with_mean=True, with_std=True)), ('lr', LogisticRegression(C=0.5455594781168517, class_weight=None, dual=False          fit_intercept=True, intercept_scaling=1, max_iter=1000          multi_class='ovr', n_jobs=1, penalty='l1', random_state=27164          solver='saga', tol=0.0001, verbose=0, warm_start=False))],scale=StandardScaler(copy=True, with_mean=True, with_std=True),lr=LogisticRegression(C=0.5455594781168517, class_weight=None, dual=False          fit_intercept=True, intercept_scaling=1, max_iter=1000          multi_class='ovr', n_jobs=1, penalty='l1', random_state=27164          solver='saga', tol=0.0001, verbose=0, warm_start=False),scale__copy=True,scale__with_mean=True,scale__with_std=True,lr__C=0.5455594781168517,lr__class_weight=None,lr__dual=False,lr__fit_intercept=True,lr__intercept_scaling=1,lr__max_iter=1000,lr__multi_class=ovr,lr__n_jobs=1,lr__penalty=l1,lr__random_state=27164,lr__solver=saga,lr__tol=0.0001,lr__verbose=0,lr__warm_start=False	27164	0.7711133400200602	0.7710993297678623	0.7711109431554248	0.8500110110245468	5147.592459488
geis_327.23_cutoff182	ScaleLR	memory=None,steps=[('scale', StandardScaler(copy=True, with_mean=True, with_std=True)), ('lr', LogisticRegression(C=0.5455594781168517, class_weight=None, dual=False          fit_intercept=True, intercept_scaling=1, max_iter=1000          multi_class='ovr', n_jobs=1, penalty='l1', random_state=14899          solver='saga', tol=0.0001, verbose=0, warm_start=False))],scale=StandardScaler(copy=True, with_mean=True, with_std=True),lr=LogisticRegression(C=0.5455594781168517, class_weight=None, dual=False          fit_intercept=True, intercept_scaling=1, max_iter=1000          multi_class='ovr', n_jobs=1, penalty='l1', random_state=14899          solver='saga', tol=0.0001, verbose=0, warm_start=False),scale__copy=True,scale__with_mean=True,scale__with_std=True,lr__C=0.5455594781168517,lr__class_weight=None,lr__dual=False,lr__fit_intercept=True,lr__intercept_scaling=1,lr__max_iter=1000,lr__multi_class=ovr,lr__n_jobs=1,lr__penalty=l1,lr__random_state=14899,lr__solver=saga,lr__tol=0.0001,lr__verbose=0,lr__warm_start=False	14899	0.7740220661985958	0.7740212454984776	0.7740530622909897	0.8509170126186194	5439.406354299
geis_327.23_cutoff182	ScaleLR	memory=None,steps=[('scale', StandardScaler(copy=True, with_mean=True, with_std=True)), ('lr', LogisticRegression(C=0.26366508987303583, class_weight=None, dual=False          fit_intercept=True, intercept_scaling=1, max_iter=1000          multi_class='ovr', n_jobs=1, penalty='l1', random_state=3674          solver='saga', tol=0.0001, verbose=0, warm_start=False))],scale=StandardScaler(copy=True, with_mean=True, with_std=True),lr=LogisticRegression(C=0.26366508987303583, class_weight=None, dual=False          fit_intercept=True, intercept_scaling=1, max_iter=1000          multi_class='ovr', n_jobs=1, penalty='l1', random_state=3674          solver='saga', tol=0.0001, verbose=0, warm_start=False),scale__copy=True,scale__with_mean=True,scale__with_std=True,lr__C=0.26366508987303583,lr__class_weight=None,lr__dual=False,lr__fit_intercept=True,lr__intercept_scaling=1,lr__max_iter=1000,lr__multi_class=ovr,lr__n_jobs=1,lr__penalty=l1,lr__random_state=3674,lr__solver=saga,lr__tol=0.0001,lr__verbose=0,lr__warm_start=False	3674	0.7740220661985958	0.7740186083053899	0.7740659609353848	0.8512865210626406	5364.102856437
geis_327.23_cutoff182	ScaleLR	memory=None,steps=[('scale', StandardScaler(copy=True, with_mean=True, with_std=True)), ('lr', LogisticRegression(C=0.37926901907322497, class_weight=None, dual=False          fit_intercept=True, intercept_scaling=1, max_iter=1000          multi_class='ovr', n_jobs=1, penalty='l1', random_state=1188          solver='saga', tol=0.0001, verbose=0, warm_start=False))],scale=StandardScaler(copy=True, with_mean=True, with_std=True),lr=LogisticRegression(C=0.37926901907322497, class_weight=None, dual=False          fit_intercept=True, intercept_scaling=1, max_iter=1000          multi_class='ovr', n_jobs=1, penalty='l1', random_state=1188          solver='saga', tol=0.0001, verbose=0, warm_start=False),scale__copy=True,scale__with_mean=True,scale__with_std=True,lr__C=0.37926901907322497,lr__class_weight=None,lr__dual=False,lr__fit_intercept=True,lr__intercept_scaling=1,lr__max_iter=1000,lr__multi_class=ovr,lr__n_jobs=1,lr__penalty=l1,lr__random_state=1188,lr__solver=saga,lr__tol=0.0001,lr__verbose=0,lr__warm_start=False	1188	0.7716148445336009	0.7716136290879638	0.771613511154722	0.8516898359861995	4944.711639
geis_327.23_cutoff182	ScaleLR	memory=None,steps=[('scale', StandardScaler(copy=True, with_mean=True, with_std=True)), ('lr', LogisticRegression(C=0.37926901907322497, class_weight=None, dual=False          fit_intercept=True, intercept_scaling=1, max_iter=1000          multi_class='ovr', n_jobs=1, penalty='l1', random_state=30993          solver='saga', tol=0.0001, verbose=0, warm_start=False))],scale=StandardScaler(copy=True, with_mean=True, with_std=True),lr=LogisticRegression(C=0.37926901907322497, class_weight=None, dual=False          fit_intercept=True, intercept_scaling=1, max_iter=1000          multi_class='ovr', n_jobs=1, penalty='l1', random_state=30993          solver='saga', tol=0.0001, verbose=0, warm_start=False),scale__copy=True,scale__with_mean=True,scale__with_std=True,lr__C=0.37926901907322497,lr__class_weight=None,lr__dual=False,lr__fit_intercept=True,lr__intercept_scaling=1,lr__max_iter=1000,lr__multi_class=ovr,lr__n_jobs=1,lr__penalty=l1,lr__random_state=30993,lr__solver=saga,lr__tol=0.0001,lr__verbose=0,lr__warm_start=False	30993	0.7717151454363089	0.7717057381442565	0.771711561782803	0.8534156805719516	5184.8540658540005
geis_327.23_cutoff182	ScaleLR	memory=None,steps=[('scale', StandardScaler(copy=True, with_mean=True, with_std=True)), ('lr', LogisticRegression(C=2.3357214690901213, class_weight=None, dual=False          fit_intercept=True, intercept_scaling=1, max_iter=1000          multi_class='ovr', n_jobs=1, penalty='l1', random_state=9168          solver='saga', tol=0.0001, verbose=0, warm_start=False))],scale=StandardScaler(copy=True, with_mean=True, with_std=True),lr=LogisticRegression(C=2.3357214690901213, class_weight=None, dual=False          fit_intercept=True, intercept_scaling=1, max_iter=1000          multi_class='ovr', n_jobs=1, penalty='l1', random_state=9168          solver='saga', tol=0.0001, verbose=0, warm_start=False),scale__copy=True,scale__with_mean=True,scale__with_std=True,lr__C=2.3357214690901213,lr__class_weight=None,lr__dual=False,lr__fit_intercept=True,lr__intercept_scaling=1,lr__max_iter=1000,lr__multi_class=ovr,lr__n_jobs=1,lr__penalty=l1,lr__random_state=9168,lr__solver=saga,lr__tol=0.0001,lr__verbose=0,lr__warm_start=False	9168	0.7721163490471414	0.7721163123659947	0.7721271678975606	0.8481819892091796	5619.146491635
geis_327.23_cutoff182	ScaleLR	memory=None,steps=[('scale', StandardScaler(copy=True, with_mean=True, with_std=True)), ('lr', LogisticRegression(C=0.08858667904100823, class_weight=None, dual=False          fit_intercept=True, intercept_scaling=1, max_iter=1000          multi_class='ovr', n_jobs=1, penalty='l1', random_state=16612          solver='saga', tol=0.0001, verbose=0, warm_start=False))],scale=StandardScaler(copy=True, with_mean=True, with_std=True),lr=LogisticRegression(C=0.08858667904100823, class_weight=None, dual=False          fit_intercept=True, intercept_scaling=1, max_iter=1000          multi_class='ovr', n_jobs=1, penalty='l1', random_state=16612          solver='saga', tol=0.0001, verbose=0, warm_start=False),scale__copy=True,scale__with_mean=True,scale__with_std=True,lr__C=0.08858667904100823,lr__class_weight=None,lr__dual=False,lr__fit_intercept=True,lr__intercept_scaling=1,lr__max_iter=1000,lr__multi_class=ovr,lr__n_jobs=1,lr__penalty=l1,lr__random_state=16612,lr__solver=saga,lr__tol=0.0001,lr__verbose=0,lr__warm_start=False	16612	0.7662988966900702	0.7662975424506664	0.7662988966900702	0.8433424244649695	7176.008857646
